 48 113 0.122270 0.000000 0.000000
 48 114 0.287540 0.000000 0.000000
 48 116 0.075120 0.000000 0.000000
 49 113 0.042810 0.000000 0.000000
 49 115 0.957190 0.000000 0.000000
 50 112 0.009700 0.000000 0.000000
 50 114 0.006600 0.000000 0.000000
 50 115 0.003400 0.000000 0.000000
 50 116 0.145400 0.000000 0.000000
 50 117 0.076800 0.000000 0.000000
 50 118 0.242200 0.000000 0.000000
 50 119 0.085900 0.000000 0.000000
 50 120 0.325800 0.000000 0.000000
 50 122 0.046300 0.000000 0.000000
 50 124 0.057900 0.000000 0.000000
 51 121 0.572100 0.000000 0.000000
 51 123 0.427900 0.000000 0.000000
 52 120 0.000900 0.000000 0.000000
 52 122 0.025500 0.000000 0.000000
 52 123 0.008900 0.000000 0.000000
 52 124 0.047400 0.000000 0.000000
 52 125 0.070700 0.000000 0.000000
 52 126 0.188400 0.000000 0.000000
 52 128 0.317400 0.000000 0.000000
 52 130 0.340800 0.000000 0.000000
 53 127 1.000000 0.000000 0.000000
 54 124 0.000950 0.000000 0.000000
 54 126 0.000890 0.000000 0.000000
 54 128 0.019100 0.000000 0.000000
 54 129 0.264010 0.000000 0.000000
 54 130 0.040710 0.000000 0.000000
 54 131 0.212320 0.000000 0.000000
 54 132 0.269090 0.000000 0.000000
 54 134 0.104360 0.000000 0.000000
 54 136 0.088570 0.000000 0.000000
 55 133 1.000000 0.000000 0.000000
 56 130 0.001100 0.000000 0.000000
 56 132 0.001000 0.000000 0.000000
 56 134 0.024200 0.000000 0.000000
 56 135 0.065900 0.000000 0.000000
 56 136 0.078500 0.000000 0.000000
 56 137 0.112300 0.000000 0.000000
 56 138 0.717000 0.000000 0.000000
 57 138 0.000888 0.000000 0.000000
 57 139 0.999112 0.000000 0.000000
 58 136 0.001850 0.000000 0.000000
 58 138 0.002510 0.000000 0.000000
 58 140 0.884500 0.000000 0.000000
 58 142 0.111140 0.000000 0.000000
 59 141 1.000000 0.000000 0.000000
 60 142 0.271520 0.000000 0.000000
 60 143 0.121740 0.000000 0.000000
 60 144 0.237980 0.000000 0.000000
 60 145 0.082930 0.000000 0.000000
 60 146 0.171890 0.000000 0.000000
 60 148 0.057560 0.000000 0.000000
 60 150 0.056380 0.000000 0.000000
 62 144 0.030800 0.000000 0.000000
 62 147 0.150000 0.000000 0.000000
 62 148 0.112500 0.000000 0.000000
 62 149 0.138200 0.000000 0.000000
 62 150 0.073700 0.000000 0.000000
 62 152 0.267400 0.000000 0.000000
 62 154 0.227400 0.000000 0.000000
 63 151 0.478100 0.000000 0.000000
 63 153 0.521900 0.000000 0.000000
 64 152 0.002000 0.000000 0.000000
 64 154 0.021800 0.000000 0.000000
 64 155 0.148000 0.000000 0.000000
 64 156 0.204700 0.000000 0.000000
 64 157 0.156500 0.000000 0.000000
 64 158 0.248400 0.000000 0.000000
 64 160 0.218600 0.000000 0.000000
 65 159 1.000000 0.000000 0.000000
 66 156 0.000560 0.000000 0.000000
 66 158 0.000950 0.000000 0.000000
 66 160 0.023290 0.000000 0.000000
 66 161 0.188890 0.000000 0.000000
 66 162 0.254750 0.000000 0.000000
 66 163 0.248960 0.000000 0.000000
 66 164 0.282600 0.000000 0.000000
 67 165 1.000000 0.000000 0.000000
 68 162 0.001390 0.000000 0.000000
 68 164 0.016010 0.000000 0.000000
 68 166 0.335030 0.000000 0.000000
 68 167 0.228690 0.000000 0.000000
 68 168 0.269780 0.000000 0.000000
 68 170 0.149100 0.000000 0.000000
 69 169 1.000000 0.000000 0.000000
 70 168 0.001260 0.000000 0.000000
 70 170 0.030230 0.000000 0.000000
 70 171 0.142160 0.000000 0.000000
 70 172 0.217540 0.000000 0.000000
 70 173 0.160980 0.000000 0.000000
 70 174 0.318960 0.000000 0.000000
 70 176 0.128870 0.000000 0.000000
 71 175 0.974010 0.000000 0.000000
 71 176 0.025990 0.000000 0.000000
 72 174 0.001610 0.000000 0.000000
 72 176 0.052400 0.000000 0.000000
 72 177 0.185800 0.000000 0.000000
 72 178 0.272800 0.000000 0.000000
 72 179 0.136300 0.000000 0.000000
 72 180 0.351200 0.000000 0.000000
 73 180 0.000118 0.000000 0.000000
 73 181 0.999882 0.000000 0.000000
 74 180 0.001200 0.000000 0.000000
 74 182 0.265000 0.000000 0.000000
 74 183 0.143100 0.000000 0.000000
