2526   Au 111  79 190 189.964752
2527   Hg 110  80 190 189.966322
2528   Tl 109  81 190 189.973836
2529   Pb 108  82 190 189.978082
2530   Bi 107  83 190 189.988621
2531   Po 106  84 190 189.995101
2532   Ta 118  73 191 190.971560
2533    W 117  74 191 190.966531
2534   Re 116  75 191 190.963123
2535   Os 115  76 191 190.960928
2536   Ir 114  77 191 190.960592
2537   Pt 113  78 191 190.961676
2538   Au 112  79 191 190.963716
2539   Hg 111  80 191 190.967158
2540   Tl 110  81 191 190.971784
2541   Pb 109  82 191 190.978281
2542   Bi 108  83 191 190.985787
2543   Po 107  84 191 190.994558
2544   At 106  85 191 191.004148
2545   Ta 119  73 192 191.975240
2546    W 118  74 192 191.968170
2547   Re 117  75 192 191.966088
2548   Os 116  76 192 191.961479
2549   Ir 115  77 192 191.962602
2550   Pt 114  78 192 191.961043
2551   Au 113  79 192 191.964818
2552   Hg 112  80 192 191.965634
2553   Tl 111  81 192 191.972225
2554   Pb 110  82 192 191.975785
2555   Bi 109  83 192 191.985470
2556   Po 108  84 192 191.991336
2557   At 107  85 192 192.003141
2558   Ta 120  73 193 192.977595
2559    W 119  74 193 192.971780
2560   Re 118  75 193 192.967545
2561   Os 117  76 193 192.964150
2562   Ir 116  77 193 192.962924
2563   Pt 115  78 193 192.962985
2564   Au 114  79 193 192.964138
2565   Hg 113  80 193 192.966653
2566   Tl 112  81 193 192.970502
2567   Pb 111  82 193 192.976173
2568   Bi 110  83 193 192.982947
2569   Po 109  84 193 192.991062
2570   At 108  85 193 192.999928
2571   Rn 107  86 193 193.009708
2572   Ta 121  73 194 193.981428
2573    W 120  74 194 193.973670
2574   Re 119  75 194 193.970760
2575   Os 118  76 194 193.965179
2576   Ir 117  77 194 193.965076
2577   Pt 116  78 194 193.962684
2578   Au 115  79 194 193.965419
2579   Hg 114  80 194 193.965449
2580   Tl 113  81 194 193.971081
2581   Pb 112  82 194 193.974012
2582   Bi 111  83 194 193.982792
2583   Po 110  84 194 193.988186
2584   At 109  85 194 193.999227
2585   Rn 108  86 194 194.006144
2586    W 121  74 195 194.977445
2587   Re 120  75 195 194.972540
2588   Os 119  76 195 194.968318
2589   Ir 118  77 195 194.965977
2590   Pt 117  78 195 194.964794
2591   Au 116  79 195 194.965038
2592   Hg 115  80 195 194.966706
2593   Tl 114  81 195 194.969774
2594   Pb 113  82 195 194.974549
2595   Bi 112  83 195 194.980649
2596   Po 111  84 195 194.988131
2597   At 110  85 195 194.996274
2598   Rn 109  86 195 195.005422
2599    W 122  74 196 195.979731
2600   Re 121  75 196 195.975800
2601   Os 120  76 196 195.969643
2602   Ir 119  77 196 195.968400
2603   Pt 118  78 196 195.964955
2604   Au 117  79 196 195.966571
2605   Hg 116  80 196 195.965833
2606   Tl 115  81 196 195.970481
2607   Pb 114  82 196 195.972787
2608   Bi 113  83 196 195.980667
2609   Po 112  84 196 195.985536
2610   At 111  85 196 195.995797
2611   Rn 110  86 196 196.002116
2612    W 123  74 197 196.983747
2613   Re 122  75 197 196.977990
2614   Os 121  76 197 196.972830
2615   Ir 120  77 197 196.969657
2616   Pt 119  78 197 196.967343
2617   Au 118  79 197 196.966570
2618   Hg 117  80 197 196.967214
2619   Tl 116  81 197 196.969574
2620   Pb 115  82 197 196.973435
2621   Bi 114  83 197 196.978865
2622   Po 113  84 197 196.985660
2623   At 112  85 197 196.993177
2624   Rn 111  86 197 197.001621
2625   Fr 110  87 197 197.011008
2626   Re 123  75 198 197.981600
2627   Os 122  76 198 197.974410
2628   Ir 121  77 198 197.972280
2629   Pt 120  78 198 197.967897
2630   Au 119  79 198 197.968244
2631   Hg 118  80 198 197.966769
2632   Tl 117  81 198 197.970447
2633   Pb 116  82 198 197.972015
2634   Bi 115  83 198 197.979206
2635   Po 114  84 198 197.983389
2636   At 113  85 198 197.992792
2637   Rn 112  86 198 197.998679
2638   Fr 111  87 198 198.010278
2639   Re 124  75 199 198.984047
2640   Os 123  76 199 198.978010
2641   Ir 122  77 199 198.973807
2642   Pt 121  78 199 198.970597
2643   Au 120  79 199 198.968767
2644   Hg 119  80 199 198.968281
2645   Tl 118  81 199 198.969877
2646   Pb 117  82 199 198.972913
2647   Bi 116  83 199 198.977673
2648   Po 115  84 199 198.983673
2649   At 114  85 199 198.990528
2650   Rn 113  86 199 198.998390
2651   Fr 112  87 199 199.007269
2652   Os 124  76 200 199.979840
2653   Ir 123  77 200 199.976800
2654   Pt 122  78 200 199.971445
2655   Au 121  79 200 199.970757
2656   Hg 120  80 200 199.968327
2657   Tl 119  81 200 199.970964
2658   Pb 118  82 200 199.971818
2659   Bi 117  83 200 199.978131
2660   Po 116  84 200 199.981812
2661   At 115  85 200 199.990351
2662   Rn 114  86 200 199.995701
2663   Fr 113  87 200 200.006584
2664   Os 125  76 201 200.983640
2665   Ir 124  77 201 200.978640
2666   Pt 123  78 201 200.974513
2667   Au 122  79 201 200.971658
2668   Hg 121  80 201 200.970303
2669   Tl 120  81 201 200.970820
2670   Pb 119  82 201 200.972870
2671   Bi 118  83 201 200.977009
2672   Po 117  84 201 200.982264
2673   At 116  85 201 200.988417
2674   Rn 115  86 201 200.995628
2675   Fr 114  87 201 201.003852
2676   Ra 113  88 201 201.012815
2677   Os 126  76 202 201.985950
2678   Ir 125  77 202 201.981990
2679   Pt 124  78 202 201.975639
2680   Au 123  79 202 201.973856
2681   Hg 122  80 202 201.970644
2682   Tl 121  81 202 201.972109
2683   Pb 120  82 202 201.972152
2684   Bi 119  83 202 201.977733
2685   Po 118  84 202 201.980739
2686   At 117  85 202 201.988630
2687   Rn 116  86 202 201.993264
2688   Fr 115  87 202 202.003324
2689   Ra 114  88 202 202.009742
2690   Os 127  76 203 202.991798
2691   Ir 126  77 203 202.984230
2692   Pt 125  78 203 202.978930
2693   Au 124  79 203 202.975154
2694   Hg 123  80 203 202.972872
2695   Tl 122  81 203 202.972344
2696   Pb 121  82 203 202.973391
2697   Bi 120  83 203 202.976892
2698   Po 119  84 203 202.981416
2699   At 118  85 203 202.986943
2700   Rn 117  86 203 202.993394
2701   Fr 116  87 203 203.000941
2702   Ra 115  88 203 203.009299
2703   Ir 127  77 204 203.989600
2704   Pt 126  78 204 203.980760
2705   Au 125  79 204 203.977831
2706   Hg 124  80 204 203.973494
2707   Tl 123  81 204 203.973863
2708   Pb 122  82 204 203.973043
2709   Bi 121  83 204 203.977836
2710   Po 120  84 204 203.980310
2711   At 119  85 204 203.987251
2712   Rn 118  86 204 203.991444
2713   Fr 117  87 204 204.000652
2714   Ra 116  88 204 204.006502
2715   Ir 128  77 205 204.993602
2716   Pt 127  78 205 204.986080
2717   Au 126  79 205 204.979850
2718   Hg 125  80 205 204.976073
2719   Tl 124  81 205 204.974427
2720   Pb 123  82 205 204.974482
2721   Bi 122  83 205 204.977386
2722   Po 121  84 205 204.981190
2723   At 120  85 205 204.986074
2724   Rn 119  86 205 204.991723
2725   Fr 118  87 205 204.998594
2726   Ra 117  88 205 205.006268
2727   Ac 116  89 205 205.015144
2728   Pt 128  78 206 205.989660
2729   Au 127  79 206 205.984740
2730   Hg 126  80 206 205.977514
2731   Tl 125  81 206 205.976110
2732   Pb 124  82 206 205.974465
2733   Bi 123  83 206 205.978499
2734   Po 122  84 206 205.980474
2735   At 121  85 206 205.986656
2736   Rn 120  86 206 205.990195
2737   Fr 119  87 206 205.998666
2738   Ra 118  88 206 206.003828
2739   Ac 117  89 206 206.014471
2740   Pt 129  78 207 206.995126
2741   Au 128  79 207 206.988395
2742   Hg 127  80 207 206.982300
2743   Tl 126  81 207 206.977419
2744   Pb 125  82 207 206.975897
2745   Bi 124  83 207 206.978470
2746   Po 123  84 207 206.981593
2747   At 122  85 207 206.985800
2748   Rn 121  86 207 206.990730
2749   Fr 120  87 207 206.996946
2750   Ra 119  88 207 207.003805
2751   Ac 118  89 207 207.011966
2752   Pt 130  78 208 207.998937
2753   Au 129  79 208 207.993450
2754   Hg 128  80 208 207.985759
2755   Tl 127  81 208 207.982018
2756   Pb 126  82 208 207.976652
2757   Bi 125  83 208 207.979742
2758   Po 124  84 208 207.981246
2759   At 123  85 208 207.986613
2760   Rn 122  86 208 207.989634
2761   Fr 121  87 208 207.997138
2762   Ra 120  88 208 208.001855
2763   Ac 119  89 208 208.011544
2764   Th 118  90 208 208.017911
2765   Au 130  79 209 208.997273
2766   Hg 129  80 209 208.990720
2767   Tl 128  81 209 208.985352
2768   Pb 127  82 209 208.981090
2769   Bi 126  83 209 208.980399
2770   Po 125  84 209 208.982430
2771   At 124  85 209 208.986170
2772   Rn 123  86 209 208.990401
2773   Fr 122  87 209 208.995953
2774   Ra 121  88 209 209.001995
2775   Ac 120  89 209 209.009494
2776   Th 119  90 209 209.017571
2777   Au 131  79 210 210.002500
2778   Hg 130  80 210 209.994240
2779   Tl 129  81 210 209.990073
2780   Pb 128  82 210 209.984188
2781   Bi 127  83 210 209.984120
2782   Po 126  84 210 209.982874
2783   At 125  85 210 209.987147
2784   Rn 124  86 210 209.989689
2785   Fr 123  87 210 209.996422
2786   Ra 122  88 210 210.000475
2787   Ac 121  89 210 210.009436
2788   Th 120  90 210 210.015093
2789   Hg 131  80 211 210.999330
2790   Tl 130  81 211 210.993475
2791   Pb 129  82 211 210.988735
2792   Bi 128  83 211 210.987269
2793   Po 127  84 211 210.986653
2794   At 126  85 211 210.987496
2795   Rn 125  86 211 210.990601
2796   Fr 124  87 211 210.995555
2797   Ra 123  88 211 211.000893
2798   Ac 122  89 211 211.007732
2799   Th 121  90 211 211.014933
2800   Pa 120  91 211 211.023704
2801   Hg 132  80 212 212.002960
2802   Tl 131  81 212 211.998335
2803   Pb 130  82 212 211.991896
2804   Bi 129  83 212 211.991285
2805   Po 128  84 212 211.988868
2806   At 127  85 212 211.990737
2807   Rn 126  86 212 211.990704
2808   Fr 125  87 212 211.996225
2809   Ra 124  88 212 211.999786
2810   Ac 123  89 212 212.007813
2811   Th 122  90 212 212.013001
2812   Pa 121  91 212 212.023181
2813   Hg 133  80 213 213.008230
2814   Tl 132  81 213 213.001915
2815   Pb 131  82 213 212.996561
2816   Bi 130  83 213 212.994384
2817   Po 129  84 213 212.992857
2818   At 128  85 213 212.992937
2819   Rn 127  86 213 212.993885
2820   Fr 126  87 213 212.996186
2821   Ra 125  88 213 213.000371
2822   Ac 124  89 213 213.006607
2823   Th 123  90 213 213.013011
2824   Pa 122  91 213 213.021109
2825   Hg 134  80 214 214.012000
2826   Tl 133  81 214 214.006940
2827   Pb 132  82 214 213.999804
2828   Bi 131  83 214 213.998711
2829   Po 130  84 214 213.995201
2830   At 129  85 214 213.996372
2831   Rn 128  86 214 213.995363
2832   Fr 127  87 214 213.998971
2833   Ra 126  88 214 214.000100
2834   Ac 125  89 214 214.006918
2835   Th 124  90 214 214.011481
2836   Pa 123  91 214 214.020919
2837   Hg 135  80 215 215.017400
2838   Tl 134  81 215 215.010640
2839   Pb 133  82 215 215.004662
2840   Bi 132  83 215 215.001749
2841   Po 131  84 215 214.999418
2842   At 130  85 215 214.998652
2843   Rn 129  86 215 214.998745
2844   Fr 128  87 215 215.000341
2845   Ra 127  88 215 215.002720
2846   Ac 126  89 215 215.006474
2847   Th 125  90 215 215.011725
2848   Pa 124  91 215 215.019178
2849    U 123  92 215 215.026756
2850   Hg 136  80 216 216.021320
2851   Tl 135  81 216 216.015800
2852   Pb 134  82 216 216.008030
2853   Bi 133  83 216 216.006306
2854   Po 132  84 216 216.001914
2855   At 131  85 216 216.002423
2856   Rn 130  86 216 216.000271
2857   Fr 129  87 216 216.003189
2858   Ra 128  88 216 216.003533
2859   Ac 127  89 216 216.008743
2860   Th 126  90 216 216.011056
2861   Pa 125  91 216 216.019108
2862    U 124  92 216 216.024763
2863   Tl 136  81 217 217.019660
2864   Pb 135  82 217 217.013140
2865   Bi 134  83 217 217.009372
2866   Po 133  84 217 217.006316
2867   At 132  85 217 217.004718
2868   Rn 131  86 217 217.003928
2869   Fr 130  87 217 217.004632
2870   Ra 129  88 217 217.006323
2871   Ac 128  89 217 217.009344
2872   Th 127  90 217 217.013103
2873   Pa 126  91 217 217.018324
2874    U 125  92 217 217.024663
2875   Tl 137  81 218 218.024885
2876   Pb 136  82 218 218.016590
2877   Bi 135  83 218 218.014188
2878   Po 134  84 218 218.008972
2879   At 133  85 218 218.008694
2880   Rn 132  86 218 218.005601
2881   Fr 131  87 218 218.007578
2882   Ra 130  88 218 218.007140
2883   Ac 129  89 218 218.011641
2884   Th 128  90 218 218.013276
2885   Pa 127  91 218 218.020058
2886    U 126  92 218 218.023505
2887   Pb 137  82 219 219.021770
2888   Bi 136  83 219 219.017480
2889   Po 135  84 219 219.013614
2890   At 134  85 219 219.011161
2891   Rn 133  86 219 219.009479
2892   Fr 132  87 219 219.009252
2893   Ra 131  88 219 219.010085
2894   Ac 130  89 219 219.012420
2895   Th 129  90 219 219.015536
2896   Pa 128  91 219 219.019904
2897    U 127  92 219 219.024999
2898   Np 126  93 219 219.031623
2899   Pb 138  82 220 220.025410
2900   Bi 137  83 220 220.022350
2901   Po 136  84 220 220.016386
2902   At 135  85 220 220.015433
2903   Rn 134  86 220 220.011393
2904   Fr 133  87 220 220.012327
2905   Ra 132  88 220 220.011026
2906   Ac 131  89 220 220.014754
2907   Th 130  90 220 220.015748
2908   Pa 129  91 220 220.021705
2909    U 128  92 220 220.024620
2910   Np 127  93 220 220.032540
2911   Bi 138  83 221 221.025870
2912   Po 137  84 221 221.021228
2913   At 136  85 221 221.018017
2914   Rn 135  86 221 221.015536
2915   Fr 134  87 221 221.014254
2916   Ra 133  88 221 221.013917
2917   Ac 132  89 221 221.015591
2918   Th 131  90 221 221.018186
2919   Pa 130  91 221 221.021875
2920    U 129  92 221 221.026323
2921   Np 128  93 221 221.032045
2922   Bi 139  83 222 222.030842
2923   Po 138  84 222 222.024140
2924   At 137  85 222 222.022494
2925   Rn 136  86 222 222.017576
2926   Fr 135  87 222 222.017583
2927   Ra 134  88 222 222.015373
2928   Ac 133  89 222 222.017844
2929   Th 132  90 222 222.018468
2930   Pa 131  91 222 222.023784
2931    U 130  92 222 222.026058
2932   Np 129  93 222 222.033300
2933   Bi 140  83 223 223.034500
2934   Po 139  84 223 223.029070
2935   At 138  85 223 223.025151
2936   Rn 137  86 223 223.021889
2937   Fr 136  87 223 223.019734
2938   Ra 135  88 223 223.018501
2939   Ac 134  89 223 223.019137
2940   Th 133  90 223 223.020812
2941   Pa 132  91 223 223.023962
2942    U 131  92 223 223.027737
2943   Np 130  93 223 223.032850
2944   Bi 141  83 224 224.039539
2945   Po 140  84 224 224.032110
2946   At 139  85 224 224.029749
2947   Rn 138  86 224 224.024096
2948   Fr 137  87 224 224.023348
2949   Ra 136  88 224 224.020210
2950   Ac 135  89 224 224.021722
2951   Th 134  90 224 224.021464
2952   Pa 133  91 224 224.025617
2953    U 132  92 224 224.027614
2954   Np 131  93 224 224.034220
2955   Po 141  84 225 225.037070
2956   At 140  85 225 225.032630
2957   Rn 139  86 225 225.028486
2958   Fr 138  87 225 225.025572
2959   Ra 137  88 225 225.023611
2960   Ac 136  89 225 225.023229
2961   Th 135  90 225 225.023951
2962   Pa 134  91 225 225.026131
2963    U 133  92 225 225.029394
2964   Np 132  93 225 225.033911
2965   Po 142  84 226 226.040310
2966   At 141  85 226 226.037160
2967   Rn 140  86 226 226.030861
2968   Fr 139  87 226 226.029545
2969   Ra 138  88 226 226.025408
2970   Ac 137  89 226 226.026097
2971   Th 136  90 226 226.024904
2972   Pa 135  91 226 226.027948
2973    U 134  92 226 226.029339
2974   Np 133  93 226 226.035188
2975   Po 143  84 227 227.045390
2976   At 142  85 227 227.040240
2977   Rn 141  86 227 227.035304
2978   Fr 140  87 227 227.031865
2979   Ra 139  88 227 227.029176
2980   Ac 138  89 227 227.027751
2981   Th 137  90 227 227.027703
2982   Pa 136  91 227 227.028804
2983    U 135  92 227 227.031182
2984   Np 134  93 227 227.034957
2985   Pu 133  94 227 227.039474
2986   At 143  85 228 228.044750
2987   Rn 142  86 228 228.037835
2988   Fr 141  87 228 228.035839
2989   Ra 140  88 228 228.031069
2990   Ac 139  89 228 228.031020
2991   Th 138  90 228 228.028740
2992   Pa 137  91 228 228.031051
2993    U 136  92 228 228.031371
2994   Np 135  93 228 228.036066
2995   Pu 134  94 228 228.038741
2996   At 144  85 229 229.048120
2997   Rn 143  86 229 229.042257
2998   Fr 142  87 229 229.038291
2999   Ra 141  88 229 229.034957
3000   Ac 140  89 229 229.032947
3001   Th 139  90 229 229.031761
3002   Pa 138  91 229 229.032096
3003    U 137  92 229 229.033506
3004   Np 136  93 229 229.036264
3005   Pu 135  94 229 229.040146
3006   Am 134  95 229 229.045250
3007   Rn 144  86 230 230.045140
3008   Fr 143  87 230 230.042391
3009   Ra 142  88 230 230.037055
3010   Ac 141  89 230 230.036327
3011   Th 140  90 230 230.033132
3012   Pa 139  91 230 230.034540
3013    U 138  92 230 230.033940
3014   Np 137  93 230 230.037828
3015   Pu 136  94 230 230.039651
3016   Am 135  95 230 230.046089
3017   Rn 145  86 231 231.049870
3018   Fr 144  87 231 231.045175
3019   Ra 143  88 231 231.041027
3020   Ac 142  89 231 231.038393
3021   Th 141  90 231 231.036303
3022   Pa 140  91 231 231.035883
3023    U 139  92 231 231.036292
3024   Np 138  93 231 231.038244
3025   Pu 137  94 231 231.041126
3026   Am 136  95 231 231.045529
3027   Cm 135  96 231 231.050746
3028   Fr 145  87 232 232.049461
3029   Ra 144  88 232 232.043475
3030   Ac 143  89 232 232.042034
3031   Th 142  90 232 232.038054
3032   Pa 141  91 232 232.038590
3033    U 140  92 232 232.037155
3034   Np 139  93 232 232.040107
3035   Pu 138  94 232 232.041185
3036   Am 137  95 232 232.046527
3037   Cm 136  96 232 232.049718
3038   Fr 146  87 233 233.052518
3039   Ra 145  88 233 233.047595
3040   Ac 144  89 233 233.044346
3041   Th 143  90 233 233.041580
3042   Pa 142  91 233 233.040247
3043    U 141  92 233 233.039634
3044   Np 140  93 233 233.040739
3045   Pu 139  94 233 233.042997
3046   Am 138  95 233 233.046445
3047   Cm 137  96 233 233.050772
3048   Bk 136  97 233 233.056748
3049   Ra 146  88 234 234.050382
3050   Ac 145  89 234 234.048139
3051   Th 144  90 234 234.043600
3052   Pa 143  91 234 234.043306
3053    U 142  92 234 234.040950
3054   Np 141  93 234 234.042893
3055   Pu 140  94 234 234.043317
3056   Am 139  95 234 234.047731
3057   Cm 138  96 234 234.050161
3058   Bk 137  97 234 234.057387
3059   Ra 147  88 235 235.054890
3060   Ac 146  89 235 235.050840
3061   Th 145  90 235 235.047255
3062   Pa 144  91 235 235.045399
3063    U 143  92 235 235.043928
3064   Np 142  93 235 235.044062
3065   Pu 141  94 235 235.045285
3066   Am 140  95 235 235.047907
3067   Cm 139  96 235 235.051567
3068   Bk 138  97 235 235.056580
3069   Ac 147  89 236 236.054988
3070   Th 146  90 236 236.049657
3071   Pa 145  91 236 236.048668
3072    U 144  92 236 236.045566
3073   Np 143  93 236 236.046568
3074   Pu 142  94 236 236.046057
3075   Am 141  95 236 236.049427
3076   Cm 140  96 236 236.051375
3077   Bk 139  97 236 236.057480
3078   Ac 148  89 237 237.057993
3079   Th 147  90 237 237.053629
3080   Pa 146  91 237 237.051023
3081    U 145  92 237 237.048728
3082   Np 144  93 237 237.048172
3083   Pu 143  94 237 237.048408
3084   Am 142  95 237 237.049995
3085   Cm 141  96 237 237.052869
3086   Bk 140  97 237 237.057100
3087   Cf 139  98 237 237.062200
3088   Th 148  90 238 238.056388
3089   Pa 147  91 238 238.054637
3090    U 146  92 238 238.050787
3091   Np 145  93 238 238.050945
3092   Pu 144  94 238 238.049558
3093   Am 143  95 238 238.051983
3094   Cm 142  96 238 238.053082
3095   Bk 141  97 238 238.058203
3096   Cf 140  98 238 238.061490
3097   Th 149  90 239 239.060602
3098   Pa 148  91 239 239.057260
3099    U 147  92 239 239.054292
3100   Np 146  93 239 239.052938
3101   Pu 145  94 239 239.052162
3102   Am 144  95 239 239.053023
3103   Cm 143  96 239 239.054909
3104   Bk 142  97 239 239.058240
3105   Cf 141  98 239 239.062554
3106   Es 140  99 239 239.068230
3107   Pa 149  91 240 240.061095
3108    U 148  92 240 240.056592
3109   Np 147  93 240 240.056164
3110   Pu 146  94 240 240.053812
3111   Am 145  95 240 240.055298
3112   Cm 144  96 240 240.055528
3113   Bk 143  97 240 240.059758
3114   Cf 142  98 240 240.062256
3115   Es 141  99 240 240.068920
3116   Pa 150  91 241 241.064026
3117    U 149  92 241 241.060330
3118   Np 148  93 241 241.058251
3119   Pu 147  94 241 241.056850
3120   Am 146  95 241 241.056827
3121   Cm 145  96 241 241.057651
3122   Bk 144  97 241 241.060153
3123   Cf 143  98 241 241.063690
3124   Es 142  99 241 241.068560
3125   Fm 141 100 241 241.074210
3126    U 150  92 242 242.062931
3127   Np 149  93 242 242.061640
3128   Pu 148  94 242 242.058741
3129   Am 147  95 242 242.059547
3130   Cm 146  96 242 242.058834
3131   Bk 145  97 242 242.061980
3132   Cf 144  98 242 242.063755
3133   Es 143  99 242 242.069567
3134   Fm 142 100 242 242.073430
3135    U 151  92 243 243.066946
3136   Np 150  93 243 243.064279
3137   Pu 149  94 243 243.062002
3138   Am 148  95 243 243.061380
3139   Cm 147  96 243 243.061387
3140   Bk 146  97 243 243.063006
3141   Cf 145  98 243 243.065475
3142   Es 144  99 243 243.069509
3143   Fm 143 100 243 243.074490
3144   Np 151  93 244 244.067850
3145   Pu 150  94 244 244.064204
3146   Am 149  95 244 244.064283
3147   Cm 148  96 244 244.062751
3148   Bk 147  97 244 244.065179
3149   Cf 146  98 244 244.066000
3150   Es 145  99 244 244.070881
3151   Fm 144 100 244 244.074038
3152   Np 152  93 245 245.070736
3153   Pu 151  94 245 245.067825
3154   Am 150  95 245 245.066453
3155   Cm 149  96 245 245.065491
3156   Bk 148  97 245 245.066360
3157   Cf 147  98 245 245.068047
3158   Es 146  99 245 245.071247
3159   Fm 145 100 245 245.075349
3160   Md 144 101 245 245.080808
3161   Pu 152  94 246 246.070204
3162   Am 151  95 246 246.069774
3163   Cm 150  96 246 246.067222
3164   Bk 149  97 246 246.068671
3165   Cf 148  98 246 246.068804
3166   Es 147  99 246 246.072894
3167   Fm 146 100 246 246.075351
3168   Md 145 101 246 246.081713
3169   Pu 153  94 247 247.074190
3170   Am 152  95 247 247.072092
3171   Cm 151  96 247 247.070353
3172   Bk 150  97 247 247.070306
3173   Cf 149  98 247 247.070965
3174   Es 148  99 247 247.073622
3175   Fm 147 100 247 247.076944
3176   Md 146 101 247 247.081521
3177   Am 153  95 248 248.075752
3178   Cm 152  96 248 248.072349
3179   Bk 151  97 248 248.073087
3180   Cf 150  98 248 248.072183
3181   Es 149  99 248 248.075469
3182   Fm 148 100 248 248.077186
3183   Md 147 101 248 248.082822
3184   No 146 102 248 248.086550
3185   Am 154  95 249 249.078480
3186   Cm 153  96 249 249.075954
3187   Bk 152  97 249 249.074983
3188   Cf 151  98 249 249.074850
3189   Es 150  99 249 249.076409
3190   Fm 149 100 249 249.078926
3191   Md 148 101 249 249.082912
3192   No 147 102 249 249.087797
3193   Cm 154  96 250 250.078358
3194   Bk 153  97 250 250.078315
3195   Cf 152  98 250 250.076405
3196   Es 151  99 250 250.078611
3197   Fm 150 100 250 250.079520
3198   Md 149 101 250 250.084413
3199   No 148 102 250 250.087562
3200   Cm 155  96 251 251.082285
3201   Bk 154  97 251 251.080761
3202   Cf 153  98 251 251.079587
3203   Es 152  99 251 251.079992
3204   Fm 151 100 251 251.081540
3205   Md 150 101 251 251.084774
3206   No 149 102 251 251.088942
3207   Lr 148 103 251 251.094180
3208   Cm 156  96 252 252.084870
3209   Bk 155  97 252 252.084310
3210   Cf 154  98 252 252.081627
3211   Es 153  99 252 252.082979
3212   Fm 152 100 252 252.082465
3213   Md 151 101 252 252.086432
3214   No 150 102 252 252.088966
3215   Lr 149 103 252 252.095263
3216   Bk 156  97 253 253.086880
3217   Cf 155  98 253 253.085134
3218   Es 154  99 253 253.084821
3219   Fm 153 100 253 253.085181
3220   Md 152 101 253 253.087143
3221   No 151 102 253 253.090563
3222   Lr 150 103 253 253.095089
3223   Rf 149 104 253 253.100438
3224   Bk 157  97 254 254.090600
3225   Cf 156  98 254 254.087324
3226   Es 155  99 254 254.088021
3227   Fm 154 100 254 254.086853
3228   Md 153 101 254 254.089590
3229   No 152 102 254 254.090954
3230   Lr 151 103 254 254.096481
3231   Rf 150 104 254 254.100053
3232   Cf 157  98 255 255.091047
3233   Es 156  99 255 255.090274
3234   Fm 155 100 255 255.089963
3235   Md 154 101 255 255.091083
3236   No 153 102 255 255.093191
3237   Lr 152 103 255 255.096562
3238   Rf 151 104 255 255.101267
3239   Db 150 105 255 255.106918
3240   Cf 158  98 256 256.093442
3241   Es 157  99 256 256.093599
3242   Fm 156 100 256 256.091774
3243   Md 155 101 256 256.093888
3244   No 154 102 256 256.094281
3245   Lr 153 103 256 256.098494
3246   Rf 152 104 256 256.101152
3247   Db 151 105 256 256.107889
3248   Es 158  99 257 257.095979
3249   Fm 157 100 257 257.095105
3250   Md 156 101 257 257.095538
3251   No 155 102 257 257.096884
3252   Lr 154 103 257 257.099480
3253   Rf 153 104 257 257.102917
3254   Db 152 105 257 257.107576
3255   Es 159  99 258 258.099520
3256   Fm 158 100 258 258.097077
3257   Md 157 101 258 258.098430
3258   No 156 102 258 258.098205
3259   Lr 155 103 258 258.101753
3260   Rf 154 104 258 258.103426
3261   Db 153 105 258 258.109284
3262   Sg 152 106 258 258.112984
3263   Fm 159 100 259 259.100596
3264   Md 158 101 259 259.100510
3265   No 157 102 259 259.100998
3266   Lr 156 103 259 259.102901
3267   Rf 155 104 259 259.105596
3268   Db 154 105 259 259.109492
3269   Sg 153 106 259 259.114353
3270   Fm 160 100 260 260.102809
3271   Md 159 101 260 260.103653
3272   No 158 102 260 260.102643
3273   Lr 157 103 260 260.105504
3274   Rf 156 104 260 260.106439
3275   Db 155 105 260 260.111297
3276   Sg 154 106 260 260.114384
3277   Bh 153 107 260 260.121658
3278   Md 160 101 261 261.105828
3279   No 159 102 261 261.105696
3280   Lr 158 103 261 261.106880
3281   Rf 157 104 261 261.108770
3282   Db 156 105 261 261.111980
3283   Sg 155 106 261 261.115948
3284   Bh 154 107 261 261.121454
3285   Md 161 101 262 262.109101
3286   No 160 102 262 262.107463
3287   Lr 159 103 262 262.109611
3288   Rf 158 104 262 262.109923
3289   Db 157 105 262 262.114068
3290   Sg 156 106 262 262.116335
3291   Bh 155 107 262 262.122965
3292   No 161 102 263 263.110714
3293   Lr 160 103 263 263.111358
3294   Rf 159 104 263 263.112460
3295   Db 158 105 263 263.114988
3296   Sg 157 106 263 263.118294
3297   Bh 156 107 263 263.122916
3298   Hs 155 108 263 263.128480
3299   No 162 102 264 264.112734
3300   Lr 161 103 264 264.114200
3301   Rf 160 104 264 264.113878
3302   Db 159 105 264 264.117405
3303   Sg 158 106 264 264.118929
3304   Bh 157 107 264 264.124593
3305   Hs 156 108 264 264.128356
3306   Lr 162 103 265 265.116193
3307   Rf 161 104 265 265.116683
3308   Db 160 105 265 265.118608
3309   Sg 159 106 265 265.121090
3310   Bh 158 107 265 265.124977
3311   Hs 157 108 265 265.129792
3312   Mt 156 109 265 265.135995
3313   Lr 163 103 266 266.119831
3314   Rf 162 104 266 266.118172
3315   Db 161 105 266 266.121028
3316   Sg 160 106 266 266.121973
3317   Bh 159 107 266 266.126790
3318   Hs 158 108 266 266.130045
3319   Mt 157 109 266 266.137373
3320   Rf 163 104 267 267.121787
3321   Db 162 105 267 267.122464
3322   Sg 161 106 267 267.124322
3323   Bh 160 107 267 267.127500
3324   Hs 159 108 267 267.131673
